@Relation RenaultDataSet

@Attribute Model	{Megane,Clio,Laguna,Scenic,Modus,Kangoo,Grand,Twingo,Espace,Vel,Koleos,Fluence,Captur,Express,Fuego,Latitude,Nevada,Rapid,Safrane,Thalia}
@Attribute Kilometres		NUMERIC
@Attribute Price			NUMERIC
@Attribute Year 			NUMERIC 
@Attribute HorsePower		NUMERIC
@Attribute Fuel			    NUMERIC
@Attribute AirCondition	    NUMERIC
@Attribute NumOfDoors		NUMERIC
@Attribute Gear			    NUMERIC

@Data
Megane,209000,2800,2003,60,0,1,1,0
Laguna,217000,1900,2001,89,0,0,1,0
Clio,199500,3500,2007,50,0,0,0,0
Megane,145000,2990,2004,88,1,1,1,0
Megane,245000,2350,2004,88,1,0,1,0
Scenic,202300,4950,2007,63,0,0,1,0
Twingo,28000,4490,2010,43,0,0,0,0
Laguna,206000,2190,2003,88,0,1,1,0
Megane,127000,3300,2002,88,1,0,1,0
Clio,170000,3450,2007,50,0,1,0,0
Clio,204000,2050,2005,55,1,0,0,0
Espace,87000,2400,2000,65,0,1,1,0
Scenic,190000,7400,2009,78,0,0,1,0
Clio,165000,2100,2002,72,1,0,1,1
Laguna,184932,3150,2005,88,0,0,1,0
Megane,93000,4300,2006,78,0,1,1,0
Scenic,155000,2400,2001,70,0,0,1,0
Scenic,145000,2999,2004,74,0,1,1,0
Clio,152000,1750,2002,48,1,1,1,0
Megane,149955,1000,1998,85,1,1,1,0
Megane,156000,7000,2010,66,1,1,1,0
Laguna,191000,2700,2004,74,1,0,1,0
Megane,198000,2300,2002,70,0,1,1,0
Scenic,193000,4500,2006,78,1,1,1,0
Clio,124000,2850,2006,43,0,0,0,0
Megane,230000,1900,2002,50,1,0,1,0
Clio,160000,1699,2001,43,0,0,1,0
Laguna,211000,3390,2005,88,0,1,1,0
Laguna,195000,2000,2001,89,1,1,1,0
Megane,155000,2050,2002,79,0,1,1,0
Kangoo,312000,1300,1998,47,1,0,0,0
Laguna,165000,4250,2005,82,0,0,1,0
Megane,39500,10600,2011,81,0,0,0,0
Clio,203400,3250,2003,127,0,0,0,0
Vel,201000,3700,2002,110,1,1,1,0
Megane,160000,2200,2003,60,0,0,1,0
Megane,203000,4490,2007,78,0,0,1,0
Scenic,107,2100,2001,74,0,0,1,0
Scenic,180000,2790,2004,88,0,0,1,0
Megane,120000,6700,2010,63,1,1,1,0
Clio,205000,1950,2002,74,1,1,0,0
Scenic,125000,2400,2002,59,1,1,1,0
Megane,211000,4500,2006,78,1,1,1,0
Clio,108000,2499,2003,72,1,0,1,0
Laguna,150000,1600,2000,103,1,1,1,0
Grand,148000,3200,2004,77,0,0,1,0
Megane,193000,4000,2008,78,1,0,0,0
Laguna,320000,1350,1998,85,0,1,1,0
Laguna,220000,1850,2002,79,1,0,1,0
Megane,206000,1950,2001,59,0,0,1,0
Clio,115272,2150,2003,55,1,0,0,0
Scenic,192000,2450,2002,75,1,0,1,0
Laguna,209500,2100,2002,79,0,0,1,0
Laguna,245000,2100,2000,72,0,0,1,0
Laguna,265000,2499,2001,88,0,1,1,0
Clio,256000,1600,2002,48,0,0,0,0
Scenic,170000,4300,2005,74,1,1,1,0
Clio,149000,4250,2007,50,0,0,0,0
Laguna,154000,2350,2003,88,1,1,1,0
Fluence,118000,7000,2011,81,0,1,1,0
Megane,171700,2850,2003,88,0,0,1,0
Clio,47407,4150,2007,55,0,1,1,0
Clio,133500,1890,2001,43,0,0,1,0
Megane,176000,2500,2004,88,0,0,1,0
Espace,355,2400,2002,103,0,1,1,1
Clio,19000,2100,2003,55,0,0,0,0
Megane,177000,2500,2004,88,1,1,1,0
Clio,158000,3600,2008,50,0,0,0,0
Megane,273400,700,1997,66,0,0,1,0
Espace,222924,3200,2002,95,0,0,1,0
Clio,1,1590,2003,59,1,0,0,0
Scenic,176000,2200,2003,75,0,0,1,0
Megane,214000,1600,2003,59,0,1,1,0
Twingo,100000,1000,1996,650,0,1,0,0
Megane,197000,4300,2006,85,0,0,1,0
Laguna,200000,1700,1998,47,1,1,1,0
Clio,142000,2350,2002,60,1,0,1,0
Megane,146000,2500,2004,88,0,0,1,0
Megane,212000,2990,2003,85,0,0,1,0
Vel,260000,3300,2003,110,0,0,1,0
Scenic,141000,2200,2003,70,1,1,1,0
Laguna,191850,2700,2004,74,1,0,1,0
Megane,185000,2990,2005,60,0,1,1,0
Clio,200000,2000,2004,48,0,1,0,0
Megane,193000,2500,2003,60,0,0,1,0
Scenic,256786,2650,2004,88,0,1,1,0
Espace,282377,1400,1993,88,0,0,1,0
Clio,190000,1390,2000,43,1,0,0,0
Scenic,187000,2499,2003,75,1,1,1,0
Megane,170000,1850,2001,70,0,1,1,0
Megane,165159,3450,2006,96,0,0,1,0
Scenic,180105,3700,2004,88,0,1,1,0
Megane,219000,2950,2003,60,0,1,1,0
Clio,126000,1900,2002,55,0,1,1,0
Laguna,202000,1200,1999,72,0,0,1,0
Twingo,128000,1400,1997,40,1,0,0,0
Espace,135000,8700,2008,129,0,1,1,1
Megane,190000,2350,2003,88,1,0,1,0
Clio,200000,1950,2007,48,1,0,0,0
Vel,210000,4750,2004,127,0,1,1,0
Clio,173000,2000,2002,48,0,0,0,0
Grand,301000,2600,2000,103,1,1,1,1
Vel,215000,3000,2005,120,0,1,1,0
Laguna,157000,3900,2006,81,0,1,1,0
Megane,163000,2250,2005,74,1,0,1,0
Scenic,158215,3300,2004,88,0,0,1,0
Scenic,188588,3400,2002,75,1,0,1,0
Megane,148548,2600,2004,60,0,1,1,0
Megane,115215,2600,2003,88,1,0,0,0
Megane,127452,2600,2003,88,0,0,1,0
Clio,125215,2200,2002,60,0,0,0,0
Clio,165215,1900,2001,43,0,0,1,0
Modus,105215,3500,2005,60,0,0,1,0
Clio,104258,1600,2001,72,0,0,0,0
Laguna,189000,2650,2005,81,1,1,1,0
Scenic,210000,1890,2001,75,1,0,1,0
Megane,195467,3100,2005,78,1,0,0,0
Megane,169130,6550,2010,63,0,0,1,0
Scenic,173245,2100,2002,74,1,1,1,0
Grand,205190,3850,2005,88,1,1,1,0
Twingo,262000,1450,2003,43,0,1,0,0
Twingo,5,10010,2014,52,1,1,1,0
Grand,1,6950,2011,96,0,0,1,0
Espace,166000,4050,2004,85,0,1,1,0
Grand,145479,5700,2008,78,1,1,1,0
Clio,128000,2600,2005,48,0,0,0,0
Scenic,150000,4800,2005,88,1,1,1,0
Laguna,163000,1850,2002,79,1,1,1,0
Clio,79159,4500,2006,63,0,0,0,0
Laguna,160000,2450,2002,79,0,1,1,0
Clio,170000,4700,2010,50,0,1,0,0
Megane,190000,3500,2007,78,1,0,0,0
Clio,148000,1490,2001,43,0,1,0,0
Megane,210000,1990,2003,83,0,1,1,0
Clio,152,1790,2001,43,0,0,0,0
Megane,214262,1750,1997,61,1,0,0,0
Megane,150000,1250,2002,75,1,0,1,0
Vel,91278,16100,2009,110,1,1,1,0
Laguna,230000,2000,2002,88,1,0,1,0
Clio,178000,2200,2002,60,1,0,0,0
Scenic,188000,2599,2003,88,1,0,1,0
Megane,227000,1400,1998,66,1,1,0,0
Laguna,187000,2390,2002,88,0,0,1,0
Megane,186000,3530,2004,88,0,0,1,0
Megane,140500,2300,2003,70,1,0,1,0
Clio,280000,1700,2001,44,1,1,0,0
Clio,148000,2350,2001,72,0,1,1,0
Clio,132800,2500,2002,72,1,0,1,0
Scenic,141000,3300,2004,74,0,0,1,0
Vel,194276,5899,2002,130,0,1,1,1
Laguna,250000,2300,2003,88,0,0,1,0
Kangoo,218000,2990,2002,55,0,1,1,0
Laguna,156900,2200,2002,85,0,1,1,0
Koleos,165000,9600,2009,110,0,1,1,0
Kangoo,190000,2500,2002,55,0,1,1,0
Megane,138000,2450,2001,75,1,1,1,0
Megane,150000,2700,2004,60,0,0,1,0
Laguna,172100,7599,2009,127,1,1,1,0
Thalia,104313,2500,2002,72,0,0,1,0
Grand,270000,3200,2001,103,1,0,1,0
Megane,185000,2900,2007,75,0,1,1,0
Laguna,10000,1100,2002,20,1,1,1,0
Megane,161300,2999,2005,88,1,0,1,0
Laguna,147000,2650,2003,88,0,1,1,0
Laguna,170000,4650,2007,88,1,0,1,0
Clio,165000,2450,2002,43,1,0,0,0
Twingo,184000,1700,1999,43,1,1,0,0
Clio,244000,3850,2006,50,0,0,0,0
Clio,160000,2290,2003,55,1,0,1,0
Laguna,48000,1050,2000,88,0,0,1,0
Scenic,168000,5800,2008,96,0,1,1,0
Scenic,238000,4350,2007,96,0,0,1,1
Espace,330000,1300,1990,84,0,1,1,0
Laguna,280,2100,2001,74,1,0,1,0
Megane,230000,2350,2004,72,1,0,1,0
Twingo,190000,1300,1993,40,1,0,0,0
Megane,277,1850,2001,59,0,0,1,0
Megane,190000,2900,2003,60,0,0,1,0
Scenic,176000,2550,2002,75,0,1,1,0
Megane,164000,1350,2001,59,0,0,1,0
Megane,245003,2750,2001,103,1,0,0,0
Clio,210666,1666,2000,48,0,1,0,0
Laguna,130000,4800,2003,152,0,0,1,0
Laguna,194250,3800,2006,78,1,1,1,0
Clio,145000,2650,2004,55,0,1,1,0
Kangoo,221000,2750,2002,59,0,1,1,0
Clio,218500,1700,2003,50,1,0,0,0
Megane,190000,1650,2001,8,0,1,1,0
Clio,200000,700,1997,50,0,1,0,0
Kangoo,251364,1800,2000,50,0,1,1,0
Scenic,190000,3300,2005,88,0,0,1,0
Laguna,185581,2550,2002,103,1,1,1,0
Laguna,173000,3600,2005,88,0,0,1,0
Megane,190,2900,2004,88,0,1,1,0
Laguna,205000,1200,2003,88,0,1,1,0
Rapid,230000,490,1989,41,0,1,1,0
Megane,190000,2990,2004,63,0,1,1,0
Twingo,186000,2200,2003,55,0,1,0,0
Clio,165000,4250,2009,50,0,0,0,0
Clio,230000,2400,2005,56,1,0,0,0
Megane,196472,2000,2001,77,0,1,1,0
Clio,130000,2500,2005,48,0,0,0,0
Megane,150000,2150,2002,83,0,0,0,0
Scenic,165238,3700,2005,88,0,1,1,0
Clio,184200,1600,2002,55,1,0,0,0
Megane,186200,6390,2010,66,0,0,1,0
Megane,400000,2000,2002,59,0,1,1,0
Fuego,182000,600,1984,71,0,0,0,0
Megane,179000,2700,2005,44,0,1,1,0
Megane,165000,1850,2001,66,1,0,0,0
Kangoo,180000,1900,1998,55,1,0,1,0
Kangoo,242000,1850,2004,43,0,1,0,0
Clio,86680,1950,2001,43,0,0,0,0
Scenic,175680,2200,2001,79,1,0,1,0
Megane,171000,2500,2003,60,0,0,1,0
Megane,143686,2200,2003,70,0,0,1,0
Laguna,155000,3200,2004,88,1,0,1,0
Clio,181000,2150,2002,45,1,0,1,0
Megane,210000,2100,2001,59,0,0,1,0
Laguna,228000,3200,2005,88,1,1,1,0
Megane,168000,1450,1998,55,0,1,1,0
Scenic,227920,1900,2001,70,0,1,1,0
Espace,120000,2200,2004,110,0,0,1,1
Twingo,185245,1450,2001,43,1,1,0,0
Megane,235000,3499,2005,60,0,0,1,0
Megane,200000,2300,2004,60,0,0,0,0
Megane,179000,5500,2010,66,0,0,1,0
Laguna,180000,1350,2003,88,0,0,1,0
Clio,177364,2200,2003,48,0,0,0,0
Megane,178000,1850,2001,79,0,1,1,0
Megane,199,3600,2008,63,1,1,0,0
Vel,250000,1950,2002,110,0,0,1,0
Laguna,180000,2750,2002,88,0,1,1,0
Megane,200000,1380,1999,84,0,1,1,0
Scenic,185238,2350,2001,79,1,1,1,0
Clio,155000,2850,2004,48,0,0,0,0
Megane,156000,2790,2004,83,0,1,1,0
Megane,230000,1250,1998,55,1,0,1,0
Clio,140000,3750,2006,55,0,0,1,0
Clio,80000,1999,2005,55,0,1,0,0
Twingo,140000,1850,2002,55,0,1,0,0
Laguna,179000,2750,2002,88,1,0,1,0
Clio,1,1800,2001,55,0,1,1,0
Megane,230000,1250,1998,55,0,1,1,0
Clio,174000,2300,2002,48,0,0,0,0
Vel,170000,3600,2003,120,1,1,1,0
Laguna,287000,5500,2008,110,0,0,1,1
Scenic,210000,2400,2002,75,1,1,1,0
Espace,177000,3400,2003,88,0,1,1,0
Megane,125000,2300,2003,79,0,1,1,0
Clio,103600,2500,2003,79,0,1,0,0
Scenic,141256,2999,2003,88,0,1,1,0
Megane,176000,2900,2004,74,0,0,1,0
Megane,163000,2400,2002,75,0,1,0,0
Megane,146000,7800,2011,81,1,1,1,0
Megane,144900,6900,2010,66,0,0,1,0
Modus,79450,3800,2006,55,0,1,1,0
Clio,144604,1990,2002,72,1,1,0,0
Megane,168427,6600,2010,66,0,0,1,0
Twingo,90000,3550,2007,43,0,1,0,0
Laguna,220,2000,2001,88,1,0,1,0
Scenic,130258,2400,2002,75,0,1,1,0
Kangoo,140530,2650,2005,40,0,1,0,0
Grand,182421,3900,2005,88,0,1,1,0
Megane,230000,2100,2002,75,0,1,1,0
Scenic,155000,2600,2001,79,0,0,1,0
Espace,132393,5799,2008,110,0,1,1,0
Scenic,173333,2650,2002,75,0,1,1,0
Megane,155583,5950,2009,63,1,0,1,0
Clio,166000,1700,2001,55,0,0,1,0
Clio,171558,1999,2003,48,0,1,1,0
Clio,125000,5650,2012,66,0,1,0,0
Megane,162968,3500,2005,88,0,0,1,0
Clio,144000,2340,2005,44,0,0,0,0
Megane,175765,3350,2004,74,0,1,1,0
Laguna,185050,3000,2001,88,1,1,1,0
Clio,238560,2400,2002,50,0,1,1,0
Modus,142600,3400,2005,60,0,1,1,0
Scenic,150100,4899,2007,96,0,0,1,0
Twingo,110000,3650,2008,43,0,1,0,0
Kangoo,187000,2490,2002,70,1,1,1,0
Megane,240000,1500,2002,59,0,0,1,0
Laguna,158818,6800,2009,81,0,0,1,0
Scenic,148964,7100,2010,96,0,0,1,0
Megane,44000,9000,2010,81,0,0,0,0
Clio,168744,2450,2004,1,0,0,1,0
Laguna,195000,2450,2002,88,0,0,1,0
Laguna,182000,3350,2004,74,1,1,1,0
Megane,176600,2850,2002,88,1,1,1,0
Scenic,106000,3200,2001,100,1,1,1,0
Scenic,180000,3200,2004,88,1,1,1,0
Laguna,145000,2800,2003,88,0,1,1,0
Scenic,110000,2700,2003,74,1,1,1,0
Scenic,1,2600,2002,74,0,0,1,0
Kangoo,180000,2000,2002,55,1,1,1,0
Clio,185000,2250,2002,47,1,1,0,0
Grand,151000,3900,2005,88,1,1,1,0
Megane,150000,6900,2009,96,1,1,1,0
Megane,150000,6290,2010,66,1,1,1,0
Megane,150000,6650,2010,63,0,0,1,0
Scenic,154000,2700,2002,75,0,1,1,0
Megane,185000,2200,2002,70,0,0,1,0
Clio,150000,1999,2002,48,0,0,0,0
Megane,121428,2350,2001,79,0,0,1,0
Kangoo,152000,2500,2002,44,0,1,1,0
Clio,140000,3450,2010,63,0,1,0,0
Megane,137435,3300,2004,88,1,0,1,0
Kangoo,180878,2300,2001,55,1,1,1,0
Megane,160492,7190,2011,96,0,0,1,0
Megane,206000,2450,2002,75,0,0,1,0
Megane,176000,2450,2002,85,0,1,1,0
Laguna,191000,2950,2002,74,0,1,1,0
Laguna,185000,2750,2002,86,0,1,1,0
Espace,200500,3950,2003,85,0,1,1,0
Clio,151000,2750,2003,79,0,0,0,0
Kangoo,186000,3950,2006,50,1,0,1,0
Laguna,250000,3100,2003,88,0,0,1,0
Megane,261125,3000,2004,60,1,1,1,0
Laguna,390000,1250,1997,83,1,0,1,0
Megane,1,1399,1997,66,1,0,1,0
Clio,206600,1850,2003,48,0,0,0,0
Scenic,191000,3400,2004,88,0,0,1,0
Twingo,151000,1900,2001,55,0,0,0,0
Megane,184000,5390,2010,85,0,0,1,0
Clio,111000,2300,2005,44,1,1,0,0
Clio,136000,2150,2002,60,0,1,0,0
Clio,300000,800,1993,40,0,0,1,0
Clio,140000,2250,2001,44,0,0,1,0
Megane,320000,2200,2004,74,0,0,1,0
Clio,1149,2250,2003,55,0,0,1,0
Laguna,255000,2650,2003,88,0,0,1,0
Megane,146000,6800,2010,63,0,1,1,0
Twingo,155000,2100,2002,55,0,1,0,0
Megane,158300,3800,2006,63,0,0,1,0
Espace,200000,3000,2002,85,0,1,0,0
Megane,170000,1550,1999,72,1,0,1,0
Clio,148300,1600,2001,40,0,1,0,0
Megane,110000,4000,2006,77,0,0,0,0
Clio,212664,1100,2001,1,1,0,0,0
Megane,226500,2200,2002,75,0,1,1,0
Clio,148000,2400,2000,72,0,0,1,1
Fluence,168000,6200,2011,85,0,0,1,0
Espace,218000,3300,2001,147,1,1,1,0
Clio,123506,2190,2002,55,1,0,0,0
Clio,150000,1750,2002,55,0,0,1,0
Clio,247000,1750,2002,48,0,0,0,0
Clio,144000,1950,2002,72,0,0,1,0
Twingo,135000,1890,2003,55,0,0,0,0
Laguna,350000,2000,2003,74,0,1,1,0
Kangoo,376000,1300,1999,47,0,1,1,0
Modus,94000,3500,2005,55,1,0,1,0
Twingo,200000,730,1995,40,0,0,0,0
Clio,118400,4200,2008,55,0,0,0,0
Scenic,190000,1650,2004,88,0,0,1,0
Modus,112145,4150,2007,55,0,1,1,0
Megane,172723,2000,2002,58,0,0,1,0
Laguna,176300,3500,2003,88,0,0,1,0
Espace,275000,2900,2001,103,0,0,1,0
Scenic,210000,4190,2007,88,0,0,1,0
Espace,280000,2500,2002,103,0,1,1,0
Grand,199000,7700,2010,96,0,1,1,0
Megane,186000,2300,2003,88,1,0,1,0
Megane,189210,2850,2005,74,0,1,1,0
Espace,384000,2700,1999,83,0,1,1,0
Clio,190000,700,1995,44,0,1,0,0
Scenic,166357,2650,2002,70,0,0,1,0
Clio,167000,1250,1999,47,1,1,0,0
Scenic,167000,3500,2004,88,0,0,1,0
Scenic,150350,3100,2004,74,0,0,1,0
Clio,140000,1750,2002,40,1,1,0,0
Megane,200000,300,1998,66,0,0,1,0
Espace,267000,2600,2001,103,0,0,1,1
Clio,170620,3890,2006,50,0,0,1,0
Laguna,93000,2600,2002,89,0,0,1,0
Clio,118000,2300,2002,55,1,1,0,0
Clio,148229,2600,2006,43,1,1,1,0
Scenic,175800,2350,2002,79,0,0,1,0
Megane,136000,2800,2003,96,1,0,1,0
Megane,152000,3200,2005,96,0,0,1,0
Megane,140000,2650,2003,100,0,0,0,1
Megane,216000,2650,2004,74,0,1,1,0
Megane,190000,2590,2004,88,1,1,1,0
Megane,165348,3550,2004,74,0,1,1,0
Laguna,155000,2750,2003,88,1,1,1,0
Scenic,154123,3799,2006,77,1,0,1,0
Modus,176000,3550,2005,48,0,1,1,0
Clio,141000,2290,2005,55,0,0,0,0
Megane,77894,8300,2010,81,0,0,1,0
Clio,143219,2450,2003,43,0,1,1,0
Clio,147549,2450,2002,48,0,1,1,0
Megane,187563,3700,2005,88,0,0,1,0
Scenic,185898,2550,2002,75,0,0,1,0
Laguna,173501,2600,2005,88,0,1,1,0
Captur,8,17330,2015,66,1,0,1,0
Espace,208000,3590,2003,120,0,0,1,0
Clio,137000,2990,2005,60,0,1,1,0
Megane,175000,4500,2008,78,1,0,1,0
Thalia,121000,850,2001,55,0,1,1,0
Scenic,136000,7090,2010,78,0,0,1,0
Scenic,152000,3450,2004,88,1,0,1,0
Megane,150000,2799,2002,74,1,1,1,0
Megane,150000,5790,2010,63,1,0,1,0
Megane,195224,1899,2001,59,1,0,1,0
Megane,180256,2350,2001,77,1,0,0,0
Laguna,205000,1700,2003,88,0,0,1,0
Scenic,126920,3450,2005,83,0,1,1,0
Scenic,138000,3190,2005,88,1,0,1,0
Modus,147300,3450,2005,51,0,1,1,0
Scenic,150900,2950,2003,88,0,0,1,0
Scenic,169500,2800,2001,75,0,0,1,0
Laguna,157360,3500,2005,88,0,1,1,0
Scenic,183000,4100,2006,78,1,0,1,0
Megane,156000,4000,2004,101,0,0,1,1
Laguna,218000,3699,2006,110,0,0,1,0
Scenic,250000,2350,2001,102,0,1,1,0
Scenic,129000,4800,2007,78,0,0,1,0
Scenic,161000,3350,2005,88,0,1,1,0
Laguna,130000,6799,2008,103,0,0,1,0
Scenic,204000,2250,2002,75,1,0,1,0
Megane,167000,2799,2003,88,0,0,1,0
Laguna,179000,2390,2003,99,1,1,1,0
Scenic,175000,2890,2003,88,1,1,1,0
Scenic,150698,8900,2012,81,1,0,1,0
Megane,142432,8490,2010,118,0,0,0,0
Megane,280000,2850,2004,88,0,0,1,0
Clio,337776,1200,1997,43,1,1,0,0
Kangoo,111700,2880,2003,70,0,0,1,0
Laguna,217299,1650,2001,88,0,0,1,0
Megane,178180,1999,2002,59,1,0,1,0
Clio,191000,1850,2002,60,0,0,0,0
Clio,164576,2600,2003,55,1,0,1,0
Megane,313000,1600,2000,44,1,0,1,0
Clio,130000,850,1999,1,0,1,1,0
Laguna,204000,1950,2001,88,1,0,1,0
Clio,171357,2499,2005,72,0,0,0,0
Grand,155330,3499,2005,88,0,1,1,0
Twingo,150000,500,1997,43,1,1,0,1
Megane,212000,2400,2002,77,1,1,1,0
Laguna,247000,2600,2004,88,1,1,1,0
Scenic,177000,3399,2004,88,1,0,1,0
Clio,150000,1600,2000,55,0,0,0,0
Clio,210000,1700,2001,48,0,0,0,0
Kangoo,185000,3800,2006,51,1,0,1,0
Kangoo,207000,4500,2006,48,0,0,1,0
Megane,195000,2300,2003,88,1,0,1,0
Laguna,23000,3800,2007,81,0,0,1,0
Megane,109000,7150,2009,78,0,0,1,0
Laguna,200000,4100,2006,96,0,1,1,0
Laguna,213000,1550,1996,66,0,0,1,0
Megane,145000,2750,2003,88,0,0,1,0
Megane,187500,3450,2006,78,1,1,1,0
Megane,185000,2800,2003,60,0,1,0,0
Laguna,150000,1999,2001,89,0,0,1,0
Clio,180000,3250,2008,55,0,0,0,0
Clio,155393,4100,2008,50,1,1,0,0
Grand,350000,4659,2004,110,0,1,1,0
Scenic,215000,2300,2002,75,0,0,1,0
Megane,180000,3250,2004,60,0,0,1,0
Clio,187000,2100,2004,46,1,0,0,0
Espace,225000,2000,2004,110,1,1,1,0
Clio,109121,2400,2005,55,1,0,1,0
Scenic,212000,2650,2001,75,1,0,1,0
Laguna,225000,3100,2003,74,0,1,1,0
Laguna,180000,2100,2002,73,0,1,1,0
Megane,19000,2290,2002,85,1,1,1,0
Scenic,155000,3600,2004,88,1,1,1,0
Megane,164000,3000,2003,83,0,1,1,0
Scenic,150000,3450,2004,88,0,1,1,0
Scenic,276000,2400,2003,75,0,1,1,0
Megane,200000,2500,2004,60,0,0,0,0
Megane,230401,3500,2005,44,0,0,1,0
Clio,168000,2350,2004,48,1,1,1,0
Clio,167550,2500,2003,60,0,1,0,0
Clio,158000,850,1991,55,0,0,0,0
Scenic,210000,2900,2003,88,1,0,1,0
Twingo,160000,2500,2001,55,0,1,0,0
Scenic,175860,2050,2001,75,1,1,1,0
Laguna,200000,2990,2002,88,1,1,1,0
Twingo,181000,1700,2000,43,0,0,0,0
Megane,150000,2550,2004,88,0,0,0,0
Megane,212000,2350,2003,88,0,0,0,0
Clio,150000,2100,2001,43,0,1,0,0
Kangoo,178000,2700,2004,48,0,0,1,0
Laguna,200000,2400,2002,88,0,0,1,0
Megane,201000,2500,2004,60,0,0,0,0
Kangoo,224000,2150,2002,55,1,0,1,0
Scenic,224000,2650,2001,75,0,0,1,0
Scenic,220000,2400,2002,80,0,1,1,0
Scenic,190000,3500,2004,88,1,1,1,0
Laguna,220000,2550,2002,88,1,1,1,0
Scenic,213000,2500,2002,79,1,1,1,0
Scenic,214000,3850,2005,96,0,0,1,0
Megane,166662,6440,2009,63,0,1,1,0
Laguna,230000,2500,2004,88,1,0,1,0
Espace,294000,3150,2004,88,0,1,1,0
Laguna,285600,2000,2002,88,0,0,1,0
Clio,135000,2100,2002,55,0,1,0,0
Megane,193293,2800,2002,60,0,0,1,0
Megane,210000,1750,2002,75,0,0,1,0
Laguna,208258,4150,2006,68,0,1,1,0
Rapid,1,549,1991,42,0,1,0,0
Megane,171230,3100,2004,60,0,0,1,0
Clio,206,1100,1992,44,1,1,1,0
Laguna,189400,2700,2005,81,0,1,1,0
Scenic,167000,3350,2005,74,0,0,1,0
Megane,179000,2599,2005,88,0,1,1,0
Megane,115000,4499,2007,78,0,0,1,0
Laguna,230000,2650,2003,88,0,0,1,0
Clio,69000,5000,2007,55,1,0,0,0
Scenic,190000,2250,2002,75,0,1,1,0
Scenic,151000,2600,2001,79,0,1,1,0
Laguna,160000,2700,2003,88,0,1,1,0
Twingo,170000,1600,2002,43,0,1,0,0
Clio,75000,1990,2002,43,1,1,0,0
Scenic,207000,3750,2002,102,1,1,1,0
Clio,118000,1700,2001,55,1,1,0,0
Clio,130000,2100,2001,73,0,0,1,0
Laguna,182000,2400,2002,96,1,0,1,0
Clio,232000,1790,2001,59,1,0,0,0
Megane,178790,6550,2011,66,0,1,1,0
Megane,159950,6250,2011,66,0,0,1,0
Megane,150745,6500,2010,63,1,1,1,0
Kangoo,185799,2850,2004,42,1,1,0,0
Clio,155350,2290,2004,48,0,1,0,0
Clio,127000,2400,2004,48,1,0,1,0
Megane,169000,2399,2002,79,1,0,0,0
Megane,172000,2490,2002,72,1,1,1,0
Megane,152510,3950,2006,96,1,0,1,0
Grand,207000,3450,2005,88,0,0,1,0
Megane,130800,3950,2006,110,0,1,0,0
Laguna,164000,3000,2003,88,0,1,1,0
Scenic,159865,4200,2005,88,0,0,1,0
Clio,100000,5400,2011,55,0,1,0,0
Clio,194000,3190,2006,63,1,1,0,0
Clio,185000,2000,2003,55,1,1,0,0
Scenic,150700,6490,2010,78,0,1,1,0
Clio,180569,2500,2002,55,0,0,1,0
Megane,168000,4499,2005,83,0,0,0,0
Clio,148000,2950,2005,55,0,1,1,0
Scenic,99739,7400,2010,77,1,1,1,0
Vel,239000,5500,2005,110,0,0,1,0
Megane,349000,2900,2006,77,1,1,1,0
Laguna,304000,1400,1997,60,1,1,1,0
Scenic,186000,2650,2002,74,1,0,1,0
Scenic,63000,3899,2004,88,0,0,1,0
Megane,186000,2200,2001,79,1,0,1,0
Scenic,241777,7950,2011,96,0,0,1,0
Twingo,124129,3350,2010,47,0,1,0,0
Megane,150000,2999,2003,60,0,1,1,0
Megane,156000,1590,2001,79,0,1,1,0
Laguna,207752,5999,2008,81,1,0,1,0
Scenic,168707,2999,2004,88,0,1,1,0
Megane,174000,3190,2004,88,0,0,1,0
Scenic,119000,2500,2003,75,0,0,1,0
Megane,191200,4300,2006,81,0,0,1,0
Scenic,132263,4500,2007,75,0,0,1,0
Grand,137000,6600,2010,78,0,0,1,0
Megane,210000,6500,2011,74,1,1,1,0
Megane,202000,2200,2002,59,0,0,1,0
Laguna,124000,3850,2007,110,0,0,1,0
Megane,97072,1990,2002,75,0,0,1,0
Megane,160000,7500,2011,96,0,1,1,0
Scenic,189000,7600,2010,81,0,0,1,0
Scenic,162476,3299,2005,88,0,1,1,0
Megane,127680,2799,2003,88,0,0,1,0
Clio,155000,2650,2002,55,0,1,0,0
Laguna,196000,2950,2002,79,1,0,1,0
Grand,170000,3950,2004,88,0,0,1,0
Megane,194800,2150,2002,79,1,1,1,0
Scenic,236000,2500,2003,101,1,0,1,0
Scenic,183000,2750,2003,88,0,1,1,0
Megane,300000,3400,2008,63,1,0,1,0
Clio,183000,1999,2003,72,0,1,0,0
Laguna,235000,1450,1998,85,1,1,1,0
Clio,160000,2000,2003,43,0,1,0,0
Laguna,165000,1650,1999,88,0,0,1,0
Laguna,153000,3099,2004,88,0,1,1,0
Grand,130000,4100,2004,88,0,1,1,0
Megane,232500,2650,2003,88,0,0,1,0
Megane,211290,2200,2001,75,0,0,1,0
Megane,270000,2800,2003,84,1,0,1,0
Scenic,52300,2850,2003,88,0,0,1,0
Megane,226000,1200,1997,66,0,1,1,0
Laguna,360000,2400,2003,76,1,1,1,0
Scenic,191000,7100,2010,78,1,0,1,0
Laguna,196100,3700,2006,96,0,0,1,0
Kangoo,188000,3990,2006,62,0,0,1,0
